MEM,func,throughput(insert),throughput(query),AAE,ARE
0.01,CC,14.7648,15.2423,10.4072,2.18105
0.01,CC2,10.872,12.6783,10.3978,2.0931
0.01,CC3,9.99251,19.2809,12.1718,1.33873
0.01,CC,7.94671,6.3117,10.4072,2.18105
0.01,CC2,10.8801,4.32719,10.3978,2.0931
0.01,CC3,8.34521,6.66452,12.1718,1.33873
0.01,CC,5.39776,15.7111,10.4072,2.18105
0.01,CC2,8.54722,12.3955,10.3978,2.0931
0.01,CC3,12.2121,15.604,12.1718,1.33873
0.01,CC,5.95348,7.80695,10.4072,2.18105
0.01,CC2,9.5336,6.1576,10.3978,2.0931
0.01,CC3,12.4893,7.49287,12.1718,1.33873
0.01,CC,16.3026,17.9193,10.4072,2.18105
0.01,CC2,11.6291,14.665,10.3978,2.0931
0.01,CC3,14.3978,17.5986,12.1718,1.33873
0.01,CC,11.0435,8.35538,10.4072,2.18105
0.01,CC2,11.0433,5.85518,10.3978,2.0931
0.01,CC3,12.0904,8.58049,12.1718,1.33873
0.01,CC,10.5727,8.34914,10.4072,2.18105
0.01,CC2,9.84695,5.19926,10.3978,2.0931
0.01,CC3,10.7748,8.36603,12.1718,1.33873
0.01,CC,8.61659,9.16982,10.4072,2.18105
0.01,CC2,9.3547,6.85146,10.3978,2.0931
0.01,CC3,7.99708,16.692,12.1718,1.33873
0.01,CC,9.33383,14.7119,10.4072,2.18105
0.01,CC2,12.355,12.1636,10.3978,2.0931
0.01,CC3,15.0399,10.9988,12.1718,1.33873
0.01,CC,16.7886,17.8116,10.4072,2.18105
0.01,CC2,15.8812,11.9728,10.3978,2.0931
0.01,CC3,13.4254,17.0804,12.1718,1.33873
0.01,CC,12.8437,8.77582,10.4072,2.18105
0.01,CC2,6.97975,6.73982,10.3978,2.0931
0.01,CC3,7.80128,14.322,12.1718,1.33873
0.01,CC,7.46657,9.56119,10.4072,2.18105
0.01,CC2,6.58057,6.48884,10.3978,2.0931
0.01,CC3,7.27028,7.96677,12.1718,1.33873
0.01,CC,6.60205,9.04361,10.4072,2.18105
0.01,CC2,6.41619,5.27039,10.3978,2.0931
0.01,CC3,6.37238,6.5728,12.1718,1.33873
0.01,CC,7.62868,8.28408,10.4072,2.18105
0.01,CC2,6.4805,5.26957,10.3978,2.0931
0.01,CC3,7.8625,6.9002,12.1718,1.33873
0.01,CC,6.1757,5.64364,10.4072,2.18105
0.01,CC2,5.80101,4.5891,10.3978,2.0931
0.01,CC3,6.65426,6.17024,12.1718,1.33873
0.01,CC,9.77254,4.58346,10.4072,2.18105
0.01,CC2,7.16576,5.91313,10.3978,2.0931
0.01,CC3,6.07941,19.2632,12.1718,1.33873
0.01,CC,8.10248,17.6968,10.4072,2.18105
0.01,CC2,13.8031,12.4292,10.3978,2.0931
0.01,CC3,16.1665,17.6329,12.1718,1.33873
0.01,CC,9.37587,12.4205,10.4072,2.18105
0.01,CC2,14.1526,11.9736,10.3978,2.0931
0.01,CC3,12.1539,16.3478,12.1718,1.33873
0.01,CC,6.86526,10.3814,10.4072,2.18105
0.01,CC2,7.49898,11.0505,10.3978,2.0931
0.01,CC3,9.98892,5.50828,12.1718,1.33873
0.01,CC,5.67617,7.89539,10.4072,2.18105
0.01,CC2,6.63458,5.12766,10.3978,2.0931
0.01,CC3,6.81843,7.0767,12.1718,1.33873
0.01,CC,6.96163,6.57347,10.4072,2.18105
0.01,CC2,6.02707,4.67508,10.3978,2.0931
0.01,CC3,7.48096,5.46457,12.1718,1.33873
0.01,CC,6.71281,6.11166,10.4072,2.18105
0.01,CC2,5.81158,4.59506,10.3978,2.0931
0.01,CC3,5.7341,5.51413,12.1718,1.33873
0.01,CC,5.88062,8.468,10.4072,2.18105
0.01,CC2,5.18815,6.63127,10.3978,2.0931
0.01,CC3,8.29025,9.44007,12.1718,1.33873
0.01,CC,10.732,18.0142,10.4072,2.18105
0.01,CC2,8.79782,10.2771,10.3978,2.0931
0.01,CC3,13.7224,17.5835,12.1718,1.33873
0.01,CC,9.35409,13.4578,10.4072,2.18105
0.01,CC2,5.78952,10.8991,10.3978,2.0931
0.01,CC3,6.63931,14.1607,12.1718,1.33873
0.01,CC,8.23162,12.3804,10.4072,2.18105
0.01,CC2,6.04025,9.07298,10.3978,2.0931
0.01,CC3,9.09524,15.1208,12.1718,1.33873
0.01,CC,5.0685,17.173,10.4072,2.18105
0.01,CC2,8.9028,5.53576,10.3978,2.0931
0.01,CC3,10.3096,11.3375,12.1718,1.33873
0.01,CC,5.66502,4.75448,10.4072,2.18105
0.01,CC2,6.05142,3.44548,10.3978,2.0931
0.01,CC3,9.34625,4.79771,12.1718,1.33873
0.01,CC,6.57493,9.95015,10.4072,2.18105
0.01,CC2,8.3444,8.01873,10.3978,2.0931
0.01,CC3,11.7508,9.46425,12.1718,1.33873
0.01,CC,5.56086,6.98705,10.4072,2.18105
0.01,CC2,5.87002,9.49243,10.3978,2.0931
0.01,CC3,7.93297,9.78139,12.1718,1.33873
0.01,CC,6.56977,4.37754,10.4072,2.18105
0.01,CC2,6.42056,3.08139,10.3978,2.0931
0.01,CC3,4.92341,5.45002,12.1718,1.33873
0.01,CC,5.58874,6.81523,10.4072,2.18105
0.01,CC2,5.72742,5.03803,10.3978,2.0931
0.01,CC3,5.63804,6.03278,12.1718,1.33873
0.01,CC,5.88199,7.99945,10.4072,2.18105
0.01,CC2,5.19387,6.57644,10.3978,2.0931
0.01,CC3,7.17917,8.25143,12.1718,1.33873
0.01,CC,5.20618,6.46506,10.4072,2.18105
0.01,CC2,4.59057,4.67211,10.3978,2.0931
0.01,CC3,6.48337,6.43163,12.1718,1.33873
0.01,CC,6.39122,6.95774,10.4072,2.18105
0.01,CC2,6.05213,5.12983,10.3978,2.0931
0.01,CC3,6.58999,6.40172,12.1718,1.33873
0.01,CC,5.66883,8.99217,10.4072,2.18105
0.01,CC2,6.0422,6.00836,10.3978,2.0931
0.01,CC3,5.53804,9.0959,12.1718,1.33873
0.01,CC,6.34501,8.87081,10.4072,2.18105
0.01,CC2,5.84245,5.23391,10.3978,2.0931
0.01,CC3,7.10278,7.13672,12.1718,1.33873
0.01,CC,6.71531,5.60628,10.4072,2.18105
0.01,CC2,5.47856,4.56973,10.3978,2.0931
0.01,CC3,5.66066,5.97478,12.1718,1.33873
0.01,CC,5.18895,6.53998,10.4072,2.18105
0.01,CC2,6.33537,4.45818,10.3978,2.0931
0.01,CC3,6.55598,6.23136,12.1718,1.33873
0.01,CC,6.40237,6.92268,10.4072,2.18105
0.01,CC2,5.49251,5.50567,10.3978,2.0931
0.01,CC3,6.34182,7.1176,12.1718,1.33873
0.01,CC,6.42203,8.61338,10.4072,2.18105
0.01,CC2,6.3351,6.62151,10.3978,2.0931
0.01,CC3,6.84443,7.14759,12.1718,1.33873
0.01,CC,6.73358,7.00129,10.4072,2.18105
0.01,CC2,5.91924,5.31816,10.3978,2.0931
0.01,CC3,6.18301,7.61778,12.1718,1.33873
0.01,CC,10.9443,10.0063,10.4072,2.18105
0.01,CC2,6.21281,6.2454,10.3978,2.0931
0.01,CC3,6.40877,8.42708,12.1718,1.33873
0.01,CC,7.66225,9.05703,10.4072,2.18105
0.01,CC2,6.49063,6.90583,10.3978,2.0931
0.01,CC3,7.47211,8.48734,12.1718,1.33873
0.01,CC,6.32793,6.68061,10.4072,2.18105
0.01,CC2,5.50722,4.86972,10.3978,2.0931
0.01,CC3,6.72424,7.61285,12.1718,1.33873
0.01,CC,5.91856,5.88802,10.4072,2.18105
0.01,CC2,4.70855,4.39755,10.3978,2.0931
0.01,CC3,6.46061,5.72219,12.1718,1.33873
0.01,CC,5.91899,5.44948,10.4072,2.18105
0.01,CC2,5.92245,4.58944,10.3978,2.0931
0.01,CC3,5.79138,6.28381,12.1718,1.33873
0.01,CC,5.02217,5.63645,10.4072,2.18105
0.01,CC2,5.95581,5.00066,10.3978,2.0931
0.01,CC3,6.54039,8.70307,12.1718,1.33873
0.01,CC,7.45899,5.66309,10.4072,2.18105
0.01,CC2,6.11567,4.52534,10.3978,2.0931
0.01,CC3,6.45506,7.57996,12.1718,1.33873
0.01,CC,7.2128,7.07479,10.4072,2.18105
0.01,CC2,5.94341,6.70045,10.3978,2.0931
0.01,CC3,5.85244,9.24026,12.1718,1.33873
0.02,CC,5.78437,5.56601,7.33677,1.53132
0.02,CC2,5.71909,7.15273,7.4699,1.49881
0.02,CC3,5.8731,8.78995,10.3965,1.24824
0.02,CC,6.83489,8.55986,7.33677,1.53132
0.02,CC2,6.51726,7.17282,7.4699,1.49881
0.02,CC3,7.77832,9.39319,10.3965,1.24824
0.02,CC,7.29947,8.37593,7.33677,1.53132
0.02,CC2,6.14599,7.35299,7.4699,1.49881
0.02,CC3,6.59368,8.89191,10.3965,1.24824
0.02,CC,6.32966,8.45596,7.33677,1.53132
0.02,CC2,5.7004,6.86675,7.4699,1.49881
0.02,CC3,6.38744,8.96483,10.3965,1.24824
0.02,CC,5.792,8.73507,7.33677,1.53132
0.02,CC2,5.44862,7.01975,7.4699,1.49881
0.02,CC3,7.59873,7.45926,10.3965,1.24824
0.02,CC,6.69845,7.49228,7.33677,1.53132
0.02,CC2,7.30834,5.84533,7.4699,1.49881
0.02,CC3,6.1609,9.32278,10.3965,1.24824
0.02,CC,5.41297,8.16915,7.33677,1.53132
0.02,CC2,5.75303,5.72495,7.4699,1.49881
0.02,CC3,6.50121,7.27591,10.3965,1.24824
0.02,CC,5.90283,8.5506,7.33677,1.53132
0.02,CC2,5.53568,7.14991,7.4699,1.49881
0.02,CC3,5.42329,7.79923,10.3965,1.24824
0.02,CC,7.00734,8.44179,7.33677,1.53132
0.02,CC2,5.87237,6.78882,7.4699,1.49881
0.02,CC3,7.06994,7.31491,10.3965,1.24824
0.02,CC,6.25797,5.80676,7.33677,1.53132
0.02,CC2,6.01879,4.38033,7.4699,1.49881
0.02,CC3,5.60401,6.72785,10.3965,1.24824
0.02,CC,7.26897,6.39666,7.33677,1.53132
0.02,CC2,5.41332,5.54584,7.4699,1.49881
0.02,CC3,6.0317,8.77554,10.3965,1.24824
0.02,CC,5.84238,8.23277,7.33677,1.53132
0.02,CC2,7.27986,7.01582,7.4699,1.49881
0.02,CC3,6.07767,8.55021,10.3965,1.24824
0.02,CC,6.28414,8.48789,7.33677,1.53132
0.02,CC2,5.22349,7.13987,7.4699,1.49881
0.02,CC3,5.73142,5.94088,10.3965,1.24824
0.02,CC,7.33237,7.03499,7.33677,1.53132
0.02,CC2,4.7793,6.6187,7.4699,1.49881
0.02,CC3,5.98613,8.13399,10.3965,1.24824
0.02,CC,7.40607,8.07359,7.33677,1.53132
0.02,CC2,5.44968,8.33286,7.4699,1.49881
0.02,CC3,6.30622,11.4449,10.3965,1.24824
0.02,CC,5.85023,7.6583,7.33677,1.53132
0.02,CC2,6.05087,6.3228,7.4699,1.49881
0.02,CC3,6.05254,8.00211,10.3965,1.24824
0.02,CC,5.70109,5.90161,7.33677,1.53132
0.02,CC2,5.82294,4.66853,7.4699,1.49881
0.02,CC3,6.23827,5.89797,10.3965,1.24824
0.02,CC,5.97379,5.48033,7.33677,1.53132
0.02,CC2,5.43589,4.58865,7.4699,1.49881
0.02,CC3,5.0301,5.95875,10.3965,1.24824
0.02,CC,5.89804,5.34981,7.33677,1.53132
0.02,CC2,5.47219,4.97886,7.4699,1.49881
0.02,CC3,5.89255,9.11647,10.3965,1.24824
0.02,CC,6.76001,15.9988,7.33677,1.53132
0.02,CC2,5.78969,11.0583,7.4699,1.49881
0.02,CC3,9.55841,7.56226,10.3965,1.24824
0.02,CC,6.94345,6.46029,7.33677,1.53132
0.02,CC2,4.98223,5.25079,7.4699,1.49881
0.02,CC3,6.06108,6.87804,10.3965,1.24824
0.02,CC,7.11914,8.69956,7.33677,1.53132
0.02,CC2,5.80699,7.19059,7.4699,1.49881
0.02,CC3,7.01461,8.91047,10.3965,1.24824
0.02,CC,7.01221,8.68346,7.33677,1.53132
0.02,CC2,7.08216,7.1402,7.4699,1.49881
0.02,CC3,7.16416,8.99769,10.3965,1.24824
0.02,CC,5.88384,6.43516,7.33677,1.53132
0.02,CC2,6.3772,5.20326,7.4699,1.49881
0.02,CC3,7.42119,5.6459,10.3965,1.24824
0.02,CC,6.1153,7.90427,7.33677,1.53132
0.02,CC2,5.63791,6.56594,7.4699,1.49881
0.02,CC3,6.42957,6.57101,10.3965,1.24824
0.02,CC,6.78994,5.35951,7.33677,1.53132
0.02,CC2,6.10707,4.02222,7.4699,1.49881
0.02,CC3,5.05222,6.27077,10.3965,1.24824
0.02,CC,6.49592,6.68514,7.33677,1.53132
0.02,CC2,6.36533,7.0659,7.4699,1.49881
0.02,CC3,7.03097,8.49641,10.3965,1.24824
0.02,CC,6.66557,7.06004,7.33677,1.53132
0.02,CC2,6.31044,6.75573,7.4699,1.49881
0.02,CC3,6.70903,8.37097,10.3965,1.24824
0.02,CC,6.81524,6.83108,7.33677,1.53132
0.02,CC2,6.55812,5.65326,7.4699,1.49881
0.02,CC3,6.70404,6.64584,10.3965,1.24824
0.02,CC,6.44749,5.77484,7.33677,1.53132
0.02,CC2,6.63365,6.13561,7.4699,1.49881
0.02,CC3,6.71725,6.31453,10.3965,1.24824
0.02,CC,6.68661,9.06978,7.33677,1.53132
0.02,CC2,6.24352,7.24258,7.4699,1.49881
0.02,CC3,7.12847,7.94444,10.3965,1.24824
0.02,CC,7.37311,6.82951,7.33677,1.53132
0.02,CC2,6.14655,7.31052,7.4699,1.49881
0.02,CC3,6.2316,7.31208,10.3965,1.24824
0.02,CC,5.37018,6.80004,7.33677,1.53132
0.02,CC2,6.01043,8.91718,7.4699,1.49881
0.02,CC3,5.94297,14.1935,10.3965,1.24824
0.02,CC,7.13866,7.5884,7.33677,1.53132
0.02,CC2,6.93107,5.84553,7.4699,1.49881
0.02,CC3,6.86109,7.19314,10.3965,1.24824
0.02,CC,7.31223,6.35202,7.33677,1.53132
0.02,CC2,4.89622,4.91955,7.4699,1.49881
0.02,CC3,5.81209,8.34902,10.3965,1.24824
0.02,CC,6.73896,6.34088,7.33677,1.53132
0.02,CC2,7.27259,5.38589,7.4699,1.49881
0.02,CC3,5.98208,5.99872,10.3965,1.24824
0.02,CC,6.48931,8.41248,7.33677,1.53132
0.02,CC2,5.4733,5.57436,7.4699,1.49881
0.02,CC3,5.93042,6.72132,10.3965,1.24824
0.02,CC,5.43587,6.24073,7.33677,1.53132
0.02,CC2,5.8573,4.63612,7.4699,1.49881
0.02,CC3,6.23222,5.50433,10.3965,1.24824
0.02,CC,5.43139,5.39901,7.33677,1.53132
0.02,CC2,6.32225,5.82416,7.4699,1.49881
0.02,CC3,5.93323,8.56639,10.3965,1.24824
0.02,CC,5.5254,9.05215,7.33677,1.53132
0.02,CC2,6.48857,6.9153,7.4699,1.49881
0.02,CC3,6.11245,5.96657,10.3965,1.24824
0.02,CC,6.38319,6.49785,7.33677,1.53132
0.02,CC2,5.62419,4.58741,7.4699,1.49881
0.02,CC3,5.31629,5.71168,10.3965,1.24824
0.02,CC,6.0353,8.67852,7.33677,1.53132
0.02,CC2,5.78427,5.32027,7.4699,1.49881
0.02,CC3,9.38247,6.73836,10.3965,1.24824
0.02,CC,6.6993,6.41614,7.33677,1.53132
0.02,CC2,6.1406,4.92606,7.4699,1.49881
0.02,CC3,7.35424,5.93718,10.3965,1.24824
0.02,CC,6.17412,8.51615,7.33677,1.53132
0.02,CC2,5.1967,7.20083,7.4699,1.49881
0.02,CC3,7.31737,8.82962,10.3965,1.24824
0.02,CC,6.65543,8.10646,7.33677,1.53132
0.02,CC2,6.14682,7.01094,7.4699,1.49881
0.02,CC3,6.31383,8.66731,10.3965,1.24824
0.02,CC,6.27095,8.22914,7.33677,1.53132
0.02,CC2,5.65984,7.1516,7.4699,1.49881
0.02,CC3,6.31966,9.19347,10.3965,1.24824
0.02,CC,6.12796,5.63832,7.33677,1.53132
0.02,CC2,6.387,4.38533,7.4699,1.49881
0.02,CC3,6.15492,5.94118,10.3965,1.24824
0.02,CC,6.69156,5.34429,7.33677,1.53132
0.02,CC2,6.53043,4.47809,7.4699,1.49881
0.02,CC3,6.00459,5.76127,10.3965,1.24824
0.02,CC,7.36419,5.25677,7.33677,1.53132
0.02,CC2,6.30941,4.3192,7.4699,1.49881
0.02,CC3,5.17646,5.92687,10.3965,1.24824
0.02,CC,5.84824,8.20386,7.33677,1.53132
0.02,CC2,4.99084,7.33096,7.4699,1.49881
0.02,CC3,6.2624,7.48252,10.3965,1.24824
0.03,CC,5.97333,5.94826,5.73829,1.25489
0.03,CC2,9.13859,7.09903,5.90374,1.2282
0.03,CC3,5.75727,8.81366,9.14462,0.958591
0.03,CC,5.58222,8.31425,5.73829,1.25489
0.03,CC2,6.76274,7.11527,5.90374,1.2282
0.03,CC3,4.97921,8.37071,9.14462,0.958591
0.03,CC,7.11228,6.07783,5.73829,1.25489
0.03,CC2,6.70951,6.35915,5.90374,1.2282
0.03,CC3,7.18968,8.66622,9.14462,0.958591
0.03,CC,7.11672,5.99053,5.73829,1.25489
0.03,CC2,6.47768,5.30475,5.90374,1.2282
0.03,CC3,6.52028,6.18011,9.14462,0.958591
0.03,CC,6.82798,5.69506,5.73829,1.25489
0.03,CC2,6.2695,5.06207,5.90374,1.2282
0.03,CC3,7.3255,5.84909,9.14462,0.958591
0.03,CC,6.62126,8.26519,5.73829,1.25489
0.03,CC2,5.55461,7.24392,5.90374,1.2282
0.03,CC3,6.68489,8.35899,9.14462,0.958591
0.03,CC,6.20582,7.41232,5.73829,1.25489
0.03,CC2,6.53031,6.74381,5.90374,1.2282
0.03,CC3,6.08645,8.5066,9.14462,0.958591
0.03,CC,6.26005,8.22751,5.73829,1.25489
0.03,CC2,4.89046,7.32674,5.90374,1.2282
0.03,CC3,5.61716,7.84118,9.14462,0.958591
0.03,CC,6.20072,7.04104,5.73829,1.25489
0.03,CC2,5.59142,5.50311,5.90374,1.2282
0.03,CC3,5.59906,6.45792,9.14462,0.958591
0.03,CC,6.70438,7.72512,5.73829,1.25489
0.03,CC2,5.81097,5.86131,5.90374,1.2282
0.03,CC3,6.31838,6.36708,9.14462,0.958591
0.03,CC,5.81113,7.91415,5.73829,1.25489
0.03,CC2,4.79341,5.78949,5.90374,1.2282
0.03,CC3,6.26819,4.89804,9.14462,0.958591
0.03,CC,5.84842,7.67332,5.73829,1.25489
0.03,CC2,6.19914,6.81517,5.90374,1.2282
0.03,CC3,7.39698,8.08567,9.14462,0.958591
0.03,CC,5.15794,8.18784,5.73829,1.25489
0.03,CC2,5.30678,7.20753,5.90374,1.2282
0.03,CC3,6.86682,7.08166,9.14462,0.958591
0.03,CC,5.17323,7.34264,5.73829,1.25489
0.03,CC2,6.16618,6.88408,5.90374,1.2282
0.03,CC3,6.04198,8.59977,9.14462,0.958591
0.03,CC,6.31818,4.40438,5.73829,1.25489
0.03,CC2,5.62379,3.38224,5.90374,1.2282
0.03,CC3,6.27677,6.08895,9.14462,0.958591
0.03,CC,6.04131,5.89621,5.73829,1.25489
0.03,CC2,5.53112,4.23422,5.90374,1.2282
0.03,CC3,5.93024,5.40484,9.14462,0.958591
0.03,CC,6.83515,5.27582,5.73829,1.25489
0.03,CC2,5.46177,4.32011,5.90374,1.2282
0.03,CC3,6.4952,5.27685,9.14462,0.958591
0.03,CC,6.9111,5.5777,5.73829,1.25489
0.03,CC2,5.0349,4.51902,5.90374,1.2282
0.03,CC3,6.18258,5.69416,9.14462,0.958591
0.03,CC,5.71173,7.02128,5.73829,1.25489
0.03,CC2,6.29784,5.92234,5.90374,1.2282
0.03,CC3,6.95791,7.92861,9.14462,0.958591
0.03,CC,6.36724,5.95331,5.73829,1.25489
0.03,CC2,6.53253,5.16369,5.90374,1.2282
0.03,CC3,6.57438,6.16298,9.14462,0.958591
0.03,CC,5.57674,5.81155,5.73829,1.25489
0.03,CC2,6.23646,5.37987,5.90374,1.2282
0.03,CC3,6.38683,5.97246,9.14462,0.958591
0.03,CC,5.99313,5.76228,5.73829,1.25489
0.03,CC2,7.16153,5.26795,5.90374,1.2282
0.03,CC3,7.44386,6.5043,9.14462,0.958591
0.03,CC,6.0951,7.57526,5.73829,1.25489
0.03,CC2,5.83757,5.8195,5.90374,1.2282
0.03,CC3,6.59459,5.60042,9.14462,0.958591
0.03,CC,5.8523,5.63055,5.73829,1.25489
0.03,CC2,5.40058,5.00079,5.90374,1.2282
0.03,CC3,6.0004,5.68953,9.14462,0.958591
0.03,CC,6.02246,8.33213,5.73829,1.25489
0.03,CC2,5.52769,4.93936,5.90374,1.2282
0.03,CC3,5.88946,5.68002,9.14462,0.958591
0.03,CC,5.35181,8.30417,5.73829,1.25489
0.03,CC2,6.05825,5.20004,5.90374,1.2282
0.03,CC3,8.41334,6.2726,9.14462,0.958591
0.03,CC,6.17692,8.22354,5.73829,1.25489
0.03,CC2,4.72586,7.08263,5.90374,1.2282
0.03,CC3,6.8407,7.62118,9.14462,0.958591
